Interface IP,Interface ID,Sequence Number,Latency
39.7.28.20,1,314,0.11473989486694336
39.7.28.20,2,314,0.11501550674438477
39.7.28.20,1,315,0.1155843734741211
39.7.28.20,2,317,0.11655306816101074
39.7.28.20,1,317,0.11727261543273926
39.7.28.20,2,315,0.11774420738220215
39.7.28.20,2,316,0.11813545227050781
39.7.28.20,1,316,0.11882519721984863
39.7.28.20,1,318,0.11915755271911621
39.7.28.20,2,318,0.12046313285827637
39.7.28.20,2,319,0.12039542198181152
39.7.28.20,1,319,0.12093138694763184
39.7.28.20,2,320,0.12108087539672852
39.7.28.20,1,320,0.12141728401184082
39.7.28.20,2,321,0.12221121788024902
39.7.28.20,2,322,0.12218070030212402
39.7.28.20,1,321,0.12275123596191406
39.7.28.20,1,322,0.12275195121765137
39.7.28.20,2,323,0.12278413772583008
39.7.28.20,1,323,0.1228489875793457
39.7.28.20,1,324,0.12351417541503906
39.7.28.20,2,324,0.12377166748046875
39.7.28.20,1,325,0.12462472915649414
39.7.28.20,1,326,0.12458062171936035
39.7.28.20,1,327,0.12427330017089844
39.7.28.20,2,325,0.12516069412231445
39.7.28.20,2,326,0.12488198280334473
39.7.28.20,1,328,0.12469053268432617
39.7.28.20,2,327,0.12503314018249512
39.7.28.20,2,328,0.12540006637573242
39.7.28.20,1,329,0.1253652572631836
39.7.28.20,2,329,0.125809907913208
